source,model,protocol,pass,kind,domain,n,raw_agr,k_unw,k_lin,k_quad,ci_lin_lo,ci_lin_hi
sonnet_4_6_fulltext_pass3,sonnet_4_6,fulltext,3,single_pass,overall,67,0.47761194029850745,0.16637042303590469,0.1974749109744254,0.2455369404009885,0.03556308213378501,0.33861800777744516
gpt_oss_20b_abstract_run-to-run,gpt_oss_20b,abstract,,run_to_run_mean,overall,3,,0.3314397541930335,0.33143975419303356,0.33143975419303323,,
gpt_oss_20b_fulltext_run-to-run,gpt_oss_20b,fulltext,,run_to_run_mean,overall,3,,0.47439684284206346,0.4662099702297693,0.45198473872716827,,
gemma4_26b_abstract_run-to-run,gemma4_26b,abstract,,run_to_run_mean,overall,3,,0.6431568431568433,0.643156843156843,0.643156843156843,,
gemma4_26b_fulltext_run-to-run,gemma4_26b,fulltext,,run_to_run_mean,overall,3,,0.7600282457868327,0.7776127040523798,0.8060321811417026,,
qwen3_6_35b_abstract_run-to-run,qwen3_6_35b,abstract,,run_to_run_mean,overall,3,,0.41826930798931766,0.4216115598182735,0.42812952196029036,,
qwen3_6_35b_fulltext_run-to-run,qwen3_6_35b,fulltext,,run_to_run_mean,overall,3,,0.6133909937056857,0.64182426445995,0.6877520986989394,,
sonnet_4_6_abstract_run-to-run,sonnet_4_6,abstract,,run_to_run_mean,overall,3,,0.5085240913689018,0.5085240913689013,0.5085240913689014,,
sonnet_4_6_fulltext_run-to-run,sonnet_4_6,fulltext,,run_to_run_mean,overall,3,,0.735752409766722,0.7415141675783685,0.7523049382502057,,
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.395976310618125e-16
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d2,78,0.358974358974359,0.05728788977519947,0.05959963603275709,0.06349206349206328,-0.03458076740881079,0.1560140915953698
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d3,77,0.35064935064935066,0.0720655579657749,0.0970919324577862,0.14330218068535822,0.037054191755442153,0.17819025522041765
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d4,78,0.34615384615384615,0.08551724137931031,0.11477516059957156,0.16271186440677948,0.022556390977443722,0.24646559849198868
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,d5,78,0.3333333333333333,0.03566333808844502,0.038406827880511814,0.04384724186704422,0.0,0.08841463414634157
gpt_oss_20b_abstract_ensemble,gpt_oss_20b,abstract,,ensemble_majority,overall,78,0.4358974358974359,0.054284926977128625,0.022964509394572022,-0.030674846625766753,-0.06109785202863983,0.1247947454844009
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d1,77,0.36363636363636365,0.09995229007633591,0.09452736318407974,0.08521097910692349,0.025316455696202576,0.17924733521862066
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d2,77,0.4025974025974026,0.11027380055262499,0.13266583229036302,0.1604361370716508,0.023771790808240895,0.2510744175525899
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d3,76,0.6052631578947368,0.18103448275862058,0.21243523316062182,0.2597402597402594,0.0392548236859611,0.3870967741935484
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d4,74,0.47297297297297297,0.15416178194607263,0.22291169451074005,0.30455969369996505,0.10257705912076802,0.3617139677239846
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,d5,78,0.4358974358974359,0.13812154696132603,0.14754098360655732,0.1657754010695186,0.07488372093023268,0.2401263823064769
gpt_oss_20b_fulltext_ensemble,gpt_oss_20b,fulltext,,ensemble_majority,overall,78,0.44871794871794873,0.15665074176514962,0.1861435726210351,0.2226720647773276,0.05313788364635809,0.30728241563055064
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.395976310618125e-16
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d2,78,0.4230769230769231,0.11809045226130656,0.10772163965681603,0.08988764044943788,-0.00893697083725305,0.2237762237762237
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d3,78,0.3974358974358974,0.08669656203288485,0.10468319559228643,0.13333333333333344,0.0026096033402923475,0.22265435099659706
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d4,78,0.4230769230769231,0.14390243902439026,0.18507462686567164,0.24258943781942088,0.07187053783912423,0.3368421052631578
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,d5,78,0.5384615384615384,0.19263944795859686,0.17529215358931546,0.14375326711970798,0.015907844212836128,0.36496350364963515
gemma4_26b_abstract_ensemble,gemma4_26b,abstract,,ensemble_majority,overall,78,0.46153846153846156,0.12195121951219513,0.12658227848101258,0.13368983957219208,0.006116207951070368,0.2535091450446619
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d1,78,0.3717948717948718,0.09388335704125178,0.12137931034482759,0.17165149544863484,0.04345955249569705,0.21686746987951824
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.14547770700636947,0.1720867208672085,0.21052631578947345,0.018052256532066494,0.329468212714914
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d3,78,0.5384615384615384,0.12957222566645998,0.17894736842105277,0.23127463863337716,0.022399999999999757,0.3543046357615894
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d4,78,0.48717948717948717,0.17285259809119827,0.2301553968920621,0.2942746959359241,0.10958904109589036,0.38149779735682826
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,d5,78,0.5384615384615384,0.14468473956746866,0.17391304347826067,0.21962839447355906,-0.02571595558153127,0.35749588138385513
gemma4_26b_fulltext_ensemble,gemma4_26b,fulltext,,ensemble_majority,overall,78,0.4358974358974359,0.14605623289375466,0.1762794476035743,0.2123552123552124,0.04411764705882375,0.30538662033014774
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d1,78,0.2692307692307692,0.0,0.0,0.0,-2.8392588826479415e-16,3.395976310618125e-16
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d2,78,0.3974358974358974,0.07025107785949783,0.09343664539653612,0.1280788177339902,-0.012738853503184667,0.21194431971261787
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d3,78,0.4358974358974359,0.11682964487905298,0.16292682926829263,0.24204946996466398,0.06726457399103156,0.2836734693877553
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d4,77,0.4675324675324675,0.16282153274993363,0.1765729917930862,0.19951338199513355,0.06553398058252423,0.30199430199430183
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,d5,78,0.46153846153846156,0.15348837209302332,0.16641221374045798,0.19111111111111126,0.055154639175257716,0.2842046718576195
qwen3_6_35b_abstract_ensemble,qwen3_6_35b,abstract,,ensemble_majority,overall,78,0.4230769230769231,0.046195652173913034,0.07657430730478583,0.12571428571428586,-0.032094594594594565,0.20516304347826086
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d1,78,0.4230769230769231,0.13011152416356878,0.14970930232558136,0.18636995827538244,0.032904148783977114,0.2770912547528518
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.13400464756003097,0.15217391304347816,0.17910447761194018,0.01710171017101739,0.29666366095581614
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d3,78,0.6282051282051282,0.14512471655328796,0.19636363636363618,0.2552083333333329,-0.005427408412483374,0.3912809472551131
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d4,76,0.631578947368421,0.3027522935779816,0.3659849300322927,0.44250594766058676,0.1417816813048935,0.5466804979253114
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,d5,78,0.46153846153846156,0.12825971261309213,0.14553990610328624,0.17812343201204206,0.009237875288683393,0.2834645669291339
qwen3_6_35b_fulltext_ensemble,qwen3_6_35b,fulltext,,ensemble_majority,overall,78,0.5,0.20698644421272153,0.22667868409193329,0.2534562211981563,0.07142857142857162,0.3622641509433963
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d1,78,0.2948717948717949,0.02054794520547948,0.02188782489740093,0.024556616643928875,0.0,0.057971014492753596
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d2,78,0.4358974358974359,0.10251046025104606,0.11637487126673533,0.14285714285714296,-0.009917355371900876,0.23771790808240867
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d3,78,0.47435897435897434,0.13333333333333328,0.17853560682046118,0.25130890052355975,0.07330637007077853,0.304812834224599
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d4,78,0.44871794871794873,0.1625468164794008,0.190566037735849,0.23821656050955384,0.07433945364979835,0.3402985074626866
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,d5,78,0.358974358974359,0.0645238666346846,0.061792452830188735,0.05659516202647202,0.011267605633802875,0.14307613694430263
sonnet_4_6_abstract_ensemble,sonnet_4_6,abstract,,ensemble_majority,overall,78,0.47435897435897434,0.1104311543810848,0.12406417112299435,0.14838709677419304,0.016103059581320172,0.22752666328085316
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d1,78,0.4230769230769231,0.14785142024763293,0.15774647887323962,0.17569352708058086,0.06639566395663946,0.2660223804679551
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d2,78,0.44871794871794873,0.11852825229960581,0.13032705649157586,0.15028901734104053,0.0058823529411765,0.2630532073595226
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d3,78,0.6025641025641025,0.18613261528105013,0.2849999999999998,0.4059283655825441,0.11306042884990267,0.4267612772427775
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d4,78,0.5128205128205128,0.18504261754193008,0.23413897280966767,0.31107281344248194,0.08450704225352121,0.3858267716535435
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,d5,78,0.38461538461538464,0.07280832095096587,0.08100147275405,0.09696092619392185,0.006622516556291368,0.17021276595744692
sonnet_4_6_fulltext_ensemble,sonnet_4_6,fulltext,,ensemble_majority,overall,78,0.47435897435897434,0.1407845244492208,0.1823500731350559,0.24598930481283396,0.03604531410916576,0.33317929759704235
